series_id,value,date,item
CUUR0000SETG01   ,131.7,1989-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,131.8,1989-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,132.8,1989-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,134.2,1989-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,134.8,1989-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,136.6,1990-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,140.0,1990-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,143.8,1990-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,145.6,1990-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,146.3,1990-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,146.8,1990-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,146.6,1990-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,146.8,1990-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,149.6,1990-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,153.6,1990-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,159.2,1990-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,165.4,1990-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,166.5,1991-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,167.4,1991-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,163.2,1991-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,153.1,1991-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,151.1,1991-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,152.0,1991-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,151.5,1991-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,152.8,1991-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,150.6,1991-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,147.6,1991-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,150.9,1991-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,155.4,1991-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,156.0,1992-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,154.7,1992-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,158.8,1992-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,160.7,1992-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,155.5,1992-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,145.4,1992-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,150.1,1992-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,147.8,1992-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,146.1,1992-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,157.6,1992-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,164.5,1992-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,165.7,1992-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,170.7,1993-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,174.4,1993-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,173.4,1993-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,172.1,1993-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,176.3,1993-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,174.7,1993-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,179.6,1993-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,179.8,1993-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,180.8,1993-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,180.8,1993-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,188.3,1993-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,193.8,1993-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.5,1994-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.8,1994-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,195.5,1994-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,192.3,1994-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,182.1,1994-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,182.3,1994-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,184.7,1994-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,187.4,1994-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,185.2,1994-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,179.9,1994-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,177.8,1994-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,175.3,1994-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,179.5,1995-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,181.4,1995-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,188.5,1995-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.2,1995-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.2,1995-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.4,1995-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,199.2,1995-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.6,1995-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,189.7,1995-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,193.7,1995-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,191.5,1995-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,178.4,1995-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,179.4,1996-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,188.4,1996-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,187.9,1996-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,187.7,1996-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,189.2,1996-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,192.1,1996-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,192.9,1996-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,190.9,1996-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,196.0,1996-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.1,1996-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.1,1996-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,204.7,1996-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,198.1,1997-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,192.9,1997-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,201.6,1997-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,204.1,1997-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,201.5,1997-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,199.1,1997-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,203.6,1997-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,194.0,1997-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,198.0,1997-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,205.5,1997-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,197.5,1997-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,194.8,1997-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.1,1998-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,206.6,1998-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,210.7,1998-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,210.1,1998-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,205.0,1998-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.9,1998-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,207.3,1998-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,207.8,1998-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,206.0,1998-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,205.2,1998-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,200.8,1998-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,202.8,1998-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,206.4,1999-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,211.4,1999-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,221.3,1999-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,225.8,1999-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,220.2,1999-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,209.7,1999-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,223.3,1999-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,217.2,1999-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,213.6,1999-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.9,1999-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,226.4,1999-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.9,1999-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,221.8,2000-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,230.2,2000-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,240.7,2000-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,239.5,2000-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,241.3,2000-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,245.0,2000-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,246.8,2000-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,250.4,2000-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,244.9,2000-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,236.3,2000-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,238.0,2000-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,238.2,2000-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,239.0,2001-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,242.0,2001-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,238.6,2001-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,235.5,2001-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,237.5,2001-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,249.3,2001-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,248.8,2001-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,244.3,2001-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,242.5,2001-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,236.4,2001-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,230.0,2001-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,229.0,2001-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,229.9,2002-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,232.1,2002-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.2,2002-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,235.4,2002-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,239.6,2002-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,238.1,2002-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,235.1,2002-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,235.0,2002-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,230.0,2002-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.4,2002-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,222.6,2002-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,223.4,2002-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,222.1,2003-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.7,2003-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,228.9,2003-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,231.0,2003-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.3,2003-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,238.0,2003-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,241.7,2003-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,237.9,2003-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.7,2003-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.6,2003-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,227.5,2003-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,223.1,2003-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.9,2004-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,227.6,2004-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,230.0,2004-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,232.4,2004-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,230.5,2004-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,232.2,2004-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.3,2004-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.7,2004-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,221.0,2004-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,224.0,2004-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,226.2,2004-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,219.7,2004-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,217.7,2005-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,220.9,2005-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,226.8,2005-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,234.9,2005-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,240.0,2005-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,245.6,2005-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,249.7,2005-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,244.2,2005-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,240.8,2005-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,244.3,2005-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,240.7,2005-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,233.8,2005-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,236.5,2006-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,239.3,2006-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,242.0,2006-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,245.8,2006-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,252.3,2006-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,260.0,2006-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,263.3,2006-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,258.4,2006-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,252.4,2006-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,248.9,2006-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,237.0,2006-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,231.4,2006-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,237.021,2007-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,242.627,2007-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,246.331,2007-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,248.807,2007-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,249.76,2007-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,256.723,2007-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,259.543,2007-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,255.105,2007-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,252.919,2007-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,257.409,2007-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,258.116,2007-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,255.873,2007-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,258.046,2008-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,261.017,2008-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,271.514,2008-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,274.02,2008-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,285.607,2008-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,304.81,2008-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,311.244,2008-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,308.309,2008-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,297.228,2008-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,284.166,2008-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,268.452,2008-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,259.566,2008-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,255.621,2009-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,251.829,2009-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,250.561,2009-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,248.943,2009-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,247.675,2009-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,252.803,2009-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,259.585,2009-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,259.351,2009-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,262.848,2009-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,265.696,2009-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,270.069,2009-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,270.667,2009-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,264.331,2010-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,265.358,2010-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,269.377,2010-03-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,275.696,2010-04-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,281.74,2010-05-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,288.517,2010-06-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,285.979,2010-07-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,281.93,2010-08-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,278.828,2010-09-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,277.344,2010-10-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,282.695,2010-11-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,286.438,2010-12-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,290.243,2011-01-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,298.099,2011-02-01 00:00:00+00:00,Airline fares
CUUR0000SETG01   ,306.256,2011-03-01 00:00:00+00:00,Airline fares
